time, speed, delta_speed_average, delta_speed_prev
19978, -22, -6.2, -5.8
19988, 1, -0.2, -6.2
19996, -3, -2.0, -0.2
20007, 11, 1.0, -2.0
20016, 3, 5.0, 1.0
20025, -4, 3.6, 5.0
20035, -9, -2.0, 3.6
20045, -12, -1.8, -2.0
20054, -4, -3.0, -1.8
20058, -3, -1.2, -3.0
20067, -5, -0.2, -1.2
20076, -8, 0.2, -0.2
20086, -10, 0.4, 0.2
20094, -5, -0.2, 0.4
20101, 1, 0.8, -0.2
20111, -21, -3.2, 0.8
20119, -20, -2.4, -3.2
20128, -15, -1.0, -2.4
20137, -7, -0.4, -1.0
20146, -17, -3.6, -0.4
20154, -24, -0.6, -3.6
20159, -33, -2.6, -0.6
20167, -34, -3.8, -2.6
20187, -39, -6.4, -3.8
20195, -48, -6.2, -6.4
20207, -44, -4.0, -6.2
20223, -44, -2.2, -4.0
20231, -47, -2.6, -2.2
20241, -47, -1.6, -2.6
20249, -40, 1.6, -1.6
20259, -44, 0.0, 1.6
20268, -50, -0.6, -1.2
20275, -58, -2.2, -0.6
20290, -58, -3.6, -2.2
20298, -50, -1.2, -3.6
20307, -35, 3.0, -1.2
20315, -34, 3.2, 3.0
20325, -54, 0.8, 3.2
20333, -70, -2.4, 0.8
20341, -57, -1.4, -2.4
20361, -34, 0.2, -1.4
20371, -60, -5.2, 0.2
20379, -55, -0.2, -5.2
20388, -47, 4.6, -0.2
20397, -47, 2.0, 4.6
20406, -51, -3.4, 2.0
20416, -63, -0.6, -3.4
20426, -61, -1.2, -0.6
20435, -37, 2.0, -1.2
20444, -46, 0.2, 2.0
20451, -47, 0.8, 0.2
20460, -67, -0.8, 0.8
20468, -41, 4.0, -0.8
20477, -36, 0.2, 4.0
20486, -47, -0.2, 0.2
20496, -47, 0.0, -0.2
20506, -40, 0.2, 5.4
20514, -35, 0.2, 0.2
20524, -28, 3.8, 0.2
20531, -30, 3.4, 3.8
20540, -29, 2.2, 3.4
20550, -31, 1.8, 2.2
20558, -21, 2.8, 1.8
20566, -9, 3.8, 2.8
20578, -7, 4.6, 3.8
20587, -40, -2.2, 4.6
20608, 10, 8.199999999999999, -2.2
20619, -2, 3.8, 8.199999999999999
20630, -14, -1.0, 3.8
20640, -32, -5.0, -1.0
20654, 5, 9.0, -5.0
20666, 33, 4.6, 9.0
20675, -20, -3.6, 4.6
20680, -37, -4.6, -3.6
20688, -15, 3.4, -4.6
20698, -9, -2.8, 3.4
20706, 2, -6.2, -2.8
20714, -2, 3.6, -6.2
20723, -13, 4.8, 3.6
20734, 5, 4.0, 4.8
20743, 6, 3.0, 4.0
20764, 5, 0.6, 3.0
20771, 0, 0.4, 0.6
20780, -2, 2.6, 0.4
20788, 1, -0.4, 2.6
20798, 5, 0.2, -0.4
20807, 7, 0.8, 0.2
20815, 7, 1.8, 0.8
20824, 10, 2.4, 1.8
20833, 16, 3.0, 2.4
20841, 21, 3.2, 3.0
20854, 20, 2.6, 3.2
20864, 25, 3.6, 2.6
20872, 28, 3.6, 3.6
20880, 19, 0.6, 3.6
20890, 30, 1.8, 0.6
20901, 40, 4.0, 1.8
20911, 36, 2.2, 4.0
20920, 38, 2.0, 2.2
20930, 44, 5.0, 2.0
20940, 45, 3.0, 5.0
20952, 46, 1.2, 3.0
20963, 43, 1.4, 1.2
20971, 45, 1.4, 1.4
20987, 47, 0.6, 1.4
20996, 49, 0.8, 0.6
21007, 55, 1.8, 0.8
21020, 55, 2.4, 1.8
21036, 52, 1.4, 2.4
21045, 53, 1.2, 1.4
21056, 53, 0.8, 1.2
